method,sample_idx,psnr,ssim,speed_mae,speed_rmse,wpd_bias,wpd_mae,wpd_rmse,wpd_w1,psd_log_l2,psd_slope_delta,grad_mae,grad_w1,grad_kurtosis_delta,exceed_err_5ms,exceed_err_10ms,exceed_err_15ms,exceed_err_20ms,exceed_err_p90,exceed_err_p95,exceed_err_p99,exceed_frac_abs_delta_t5,exceed_frac_abs_delta_t10,exceed_frac_abs_delta_t15,exceed_frac_abs_delta_p90,exceed_frac_abs_delta_p95,exceed_frac_abs_delta_p99
cnn,153,32.07864719700068,0.7305105688332251,0.6668087795033653,1.0216419920567477,-0.6859511879312272,90.76887738862374,177.8282557521385,6.3842938197918295,0.7813797759290387,-0.1880694736865185,0.29897432208214125,0.161611851965836,-1.376806382650063,0.00045600000000001195,-0.0044480000000000075,-0.00027599999999999847,0.000144,0.0002319999999999961,-0.0025400000000000006,8.3999999999999e-05,0.000456,0.004448,0.000276,0.000232,0.00254,0.0001
gan,153,29.791567329438266,0.5984903136287703,0.8824047636934942,1.3093079469669402,56.94682364453351,134.02717607234567,282.73963285254325,56.95028512427679,0.30591280980753194,-0.17400376960649533,0.3449913788116464,0.03941417564052943,-0.11798149107100997,0.01706400000000008,0.02964,0.012975999999999998,0.000852,0.020071999999999993,0.011575999999999996,0.006624,0.017064,0.02964,0.012976,0.020072,0.011576,0.00664
bicubic,153,33.597932073802085,0.7685243319999479,0.5217786532749856,0.8692535147405638,-15.236377801663327,67.71355827217677,146.40122967516334,17.4535350280603,1.3815619017152145,0.8499929105225528,0.30357928318723487,0.25830651884942374,-4.288565192795318,0.008236000000000021,-0.01167600000000002,-0.004316,-4.8e-05,-0.006732000000000002,-0.005192000000000002,-0.0023440000000000006,0.008236,0.011676,0.004316,0.006732,0.005192,0.002328
cnn,154,31.990692631343173,0.7476214211093657,0.6241794058260278,0.9810734451919354,-0.1489061638936659,77.6306752026598,168.2479332160579,8.262305444217546,0.7327284206844061,-0.1745631193599264,0.2767778284281001,0.15447792060974702,0.7081471989941193,-0.0021039999999999948,-0.002787999999999985,-0.0015600000000000024,0.000232,-0.000908000000000006,-0.0004159999999999997,0.00016399999999999922,0.002104,0.002788,0.00156,0.000896,0.000372,0.00018
gan,154,29.652097133944917,0.6146349870663446,0.8314702167914065,1.252867080201364,45.12101070150964,115.2125626973111,267.7847379648302,45.13567802398214,0.2994973009902466,-0.15197139164399331,0.32260399844803583,0.04422510512432473,1.7305865692822806,0.013979999999999992,0.026196000000000025,0.007495999999999999,0.000872,0.01636399999999999,0.013259999999999994,0.0053679999999999995,0.01398,0.026196,0.007496,0.016376,0.013304,0.005384
bicubic,154,33.591327594587085,0.7888406494403019,0.4827658974335594,0.8259628246285484,-13.547314054745273,57.46365650118309,132.0979535401674,14.80093010493338,1.284672354418541,0.8446273185821958,0.2787364549003781,0.23421047657110733,-7.1814432285031184,0.005383999999999944,-0.008548,-0.003632,-4.4e-05,-0.008084000000000008,-0.005072,-0.0028720000000000004,0.005384,0.008548,0.003632,0.008072,0.005028,0.002856
cnn,155,32.32213611009904,0.7595250194676579,0.5947582781948496,0.9446432241194131,-3.3046761339550303,67.34997027202901,141.9354367488447,8.117113029135853,0.7894514649506639,-0.1265341505375308,0.26403679550339065,0.15539061496975962,-3.989242291240952,-0.0013239999999999919,-0.00825200000000001,-0.0016719999999999999,1.9999999999999998e-05,-0.007088000000000011,0.0001759999999999956,-0.00020400000000000106,0.001324,0.008252,0.001672,0.00708,0.000176,0.000192
gan,155,29.96212593161684,0.6316220292726893,0.7792432256223388,1.190411091783226,34.679522959611845,98.20305377712869,245.4537696503998,34.74936958546042,0.3061089815910366,-0.13980017011560175,0.30387233550560655,0.036511826267234364,-0.3187968350910637,0.012668000000000013,0.013016,0.0071719999999999996,0.00056,0.010251999999999997,0.011695999999999998,0.005788,0.012668,0.013016,0.007172,0.01026,0.011696,0.0058
bicubic,155,33.92193415288914,0.8004433901884326,0.45409337531459715,0.7948406336750568,-12.484879124475968,49.726172996036205,122.5233776511114,13.268410442187593,1.2489414509421057,0.7737384701813839,0.26317827308270786,0.22217149535837105,-8.5898652431496,0.0034600000000000186,-0.008823999999999999,-0.002740000000000001,-6.8e-05,-0.008676000000000003,-0.004336,-0.0030760000000000006,0.00346,0.008824,0.00274,0.008668,0.004336,0.003064
cnn,156,32.533287551460546,0.7773337833146842,0.5686463984145853,0.9165526120148505,-2.5785433089666085,58.458921596121726,129.3164187022429,7.285694960844495,0.760971703267239,-0.2144928712434826,0.2489889061833296,0.13728462833803748,-2.002284315334368,0.0014440000000000008,-0.006772,-0.0003519999999999999,3.600000000000001e-05,-0.006788000000000002,-0.002472000000000002,-0.0003960000000000005,0.001444,0.006772,0.000352,0.006704,0.002452,0.000396
gan,156,30.215193986245094,0.6578404711147746,0.7432166585335103,1.1515013502896227,29.063741982640938,85.95129971650121,224.23907241342943,29.16262278420611,0.31622038083926496,-0.1785308193988877,0.2918608766151074,0.038150905800110164,0.001427591436115705,0.013284000000000074,0.012619999999999992,0.004952,0.0007359999999999999,0.008031999999999997,0.010879999999999994,0.005044,0.013284,0.01262,0.004952,0.008116,0.0109,0.005044
bicubic,156,34.347138753177774,0.8195141849183539,0.42389727174687447,0.7541495672045465,-11.002199636312449,42.31002501395265,112.5419179012291,11.28740498669798,1.2561129443510881,0.7510338351908312,0.24712392827296364,0.20992415410822554,-8.45488454999171,0.0008840000000001069,-0.008188,-0.00224,-9.6e-05,-0.008152000000000006,-0.0036559999999999995,-0.002464,0.000884,0.008188,0.00224,0.008068,0.003636,0.002464
cnn,157,32.53891769577143,0.7730940321902263,0.5334366452205686,0.8711988484948352,-3.7844688017138566,49.42967905897116,109.63393360627003,6.502347231794913,0.8049980128728876,-0.19693176590833517,0.23891491601446327,0.13300424523882673,-11.646037602551445,0.0017479999999999718,-0.003172000000000008,-0.00068,0.0,-0.007668000000000008,-0.002936000000000001,-0.002164000000000001,0.001748,0.003172,0.00068,0.007636,0.002924,0.00216
gan,157,30.37505681711066,0.6540909338652132,0.6919108393132488,1.0651815871404167,19.639730985507406,69.22094918022944,149.7649941295842,19.726022167950457,0.32025572828462967,-0.11749192230466399,0.27546227613015717,0.03280407796921919,-8.089529868575358,0.01551199999999997,0.011927999999999994,0.001948,8e-05,0.013539999999999996,0.006559999999999996,0.004007999999999999,0.015512,0.011928,0.001948,0.013568,0.006572,0.004012
bicubic,157,34.29809533764985,0.8153300757161839,0.40382252990596595,0.7291475996218247,-10.077300641788405,36.13550064746696,95.7658760895775,10.435615769579861,1.285688248929301,0.7070174953954491,0.23635890281918312,0.20119843380147528,-14.85695942883633,-0.0007040000000000379,-0.008524000000000004,-0.0013920000000000004,0.0,-0.00839200000000001,-0.005720000000000003,-0.0020479999999999995,0.000704,0.008524,0.001392,0.00836,0.005708,0.002044
cnn,158,33.372066344448385,0.7817323399692118,0.47757517700989355,0.7903957216996338,-2.3806031125379423,34.47417416458193,86.61061284565756,3.2705680947830293,0.7847824299561771,-0.1681627226195639,0.21991730322441705,0.12856760402003783,-9.972947662013144,0.0023480000000000167,-0.0008640000000000037,-0.00023999999999999998,0.0,0.00021999999999999797,-0.0007160000000000014,-0.0013439999999999997,0.002348,0.000864,0.00024,0.000228,0.000656,0.001328
gan,158,30.969235138229052,0.6495731324639432,0.6383062390967523,0.97973838423385,12.771407066784645,50.97912049641754,119.15069026969509,12.803691983152463,0.3467376564228446,-0.062714345318716,0.25857789599187647,0.02769224218161894,-8.786024268136316,0.01512799999999992,0.008576,0.0006399999999999999,8.8e-05,0.007447999999999996,0.008048,0.004148000000000001,0.015128,0.008576,0.00064,0.007456,0.008108,0.004164
bicubic,158,34.96239431207884,0.8127787807424751,0.3698995150719879,0.6778803313818715,-8.437520714573463,26.084559668247984,77.9011435656084,8.625883345662436,1.2755215283469603,0.74175907018649,0.22421072727900349,0.19567121613164737,-11.341276742168777,-0.0029280000000000417,-0.006080000000000002,-0.00078,0.0,-0.007339999999999999,-0.005332000000000003,-0.0017560000000000006,0.002928,0.00608,0.00078,0.007332,0.005272,0.00174
cnn,159,35.08613823375421,0.8215090438598072,0.42120673000022624,0.7158156279204048,-2.044369456286253,27.81850257374763,92.66476668908979,3.1331168321397462,0.6911517976548739,-0.05475147113214174,0.1854227674877909,0.09764813724021099,-10.874682619180092,-0.0006880000000000219,-0.0008439999999999975,-0.00032399999999999985,0.0,-0.0032160000000000105,-0.000684000000000004,-0.0023680000000000003,0.000688,0.000844,0.000324,0.003108,0.000676,0.002332
gan,159,32.143959012156046,0.6956116931524783,0.5954953576702852,0.931206834086165,9.279207880223806,41.44024508242996,132.59479472593225,9.30773944725958,0.33720754919218987,0.03232239463428632,0.22805519996428192,0.03427802576167999,-10.095670912555882,0.018535999999999997,0.005319999999999998,0.00023999999999999998,0.000236,0.003147999999999998,0.006647999999999994,0.004328,0.018536,0.00532,0.00024,0.003256,0.006656,0.004364
bicubic,159,36.53886674047351,0.8540347259838521,0.32097521754354896,0.626382852489815,-7.786891815436328,21.3845749043814,86.12764912005139,7.877525772252734,1.1608913940632881,0.8111431930592312,0.18696982856146366,0.158805247195941,-11.16874409377549,-0.0034760000000000346,-0.005187999999999998,-0.00102,-2.4e-05,-0.007044000000000009,-0.005468000000000001,-0.0023360000000000004,0.003476,0.005188,0.00102,0.006936,0.00546,0.0023
cnn,160,35.91024506652697,0.849621043254397,0.3861257713161075,0.6770292005749439,-1.36423598233996,26.560790833419272,102.08168195003566,2.769372503073257,0.5697100862201664,-0.07281088540778669,0.16418721572489192,0.07099960330841064,-17.114531791503936,0.0010199999999999654,0.0012519999999999962,-2.400000000000015e-05,-5.599999999999999e-05,-0.0031880000000000103,0.001343999999999998,-0.001072,0.00102,0.001252,2.4e-05,0.00294,0.001348,0.001068
gan,160,32.77699322877886,0.7369853653875199,0.5545053407215501,0.8921625589938623,6.199522754112931,38.544483819567844,164.4060179734017,6.506161049622392,0.3531827157153695,0.10109259137668625,0.2094333206143772,0.0480517353765522,-10.945917593955123,0.012463999999999975,0.0033079999999999984,0.000232,0.000176,0.004007999999999998,0.0027559999999999946,0.0029,0.012464,0.003308,0.000232,0.004256,0.00276,0.0029
bicubic,160,37.509955920989896,0.8802180547257212,0.2870107783892479,0.5811531468723375,-7.459300236469068,21.097807999299416,96.75273656747775,7.555728145294147,1.1001965084005914,0.8973309466944781,0.16330783012911135,0.13615414870458994,-16.342011470986705,0.00044799999999994844,-0.003616000000000001,-0.0013680000000000003,-0.000136,-0.008588000000000012,-0.004352000000000002,-0.0026680000000000002,0.000448,0.003616,0.001368,0.00834,0.004348,0.002664
cnn,161,35.54303597839574,0.8534319994032195,0.36759822566844796,0.6616943601969794,0.342255155742531,27.365509834836597,110.99257571691763,2.0289993390229712,0.584028958785711,-0.1435893166992579,0.15867084278691446,0.05982909659575305,-23.022244169579245,-0.00035600000000002296,0.0006919999999999982,-0.00017199999999999984,1.2e-05,-0.0027840000000000087,0.0021079999999999988,0.0004080000000000004,0.000356,0.000692,0.000172,0.0027,0.002108,0.000424
gan,161,32.63897086690963,0.7310258013995128,0.5387356719692089,0.8652818770459045,5.234137029921089,37.883779955500394,154.08037691215915,5.647440120806297,0.4017125526452204,0.024988063869183286,0.20160143245230905,0.057014629696695955,-18.041949316702492,0.013732000000000022,0.006544000000000001,-0.0002000000000000001,0.00021199999999999998,0.005627999999999994,0.0020519999999999983,0.0005640000000000003,0.013732,0.006544,0.0002,0.005712,0.002052,0.00058
bicubic,161,37.27205241596191,0.8827253968131186,0.27069010962578116,0.5520164447927112,-6.805704688594272,21.25791342371653,95.86744921561072,6.8634198274137335,1.1935054631687847,0.9197319892508986,0.15373679504489407,0.12712464851726155,-18.29538145664913,-0.0012679999999999914,-0.004072000000000003,-0.001356,-4.8e-05,-0.004612000000000005,-0.004176000000000006,-0.0026160000000000003,0.001268,0.004072,0.001356,0.004528,0.004176,0.0026
cnn,162,35.40500303867963,0.8489325865559182,0.37636712445241266,0.6860969034050268,2.3919122330519924,30.633685968961444,126.18111637974711,3.6142968430848486,0.6159804315602423,-0.33993046550078976,0.16125717198332556,0.05276201384575224,-20.984945213083268,0.005867999999999984,0.0016240000000000004,0.0003159999999999999,8.8e-05,-0.0010040000000000049,0.0037680000000000005,0.000876,0.005868,0.001624,0.000316,0.000828,0.003832,0.000876
gan,162,32.90332049291201,0.7317896016446758,0.5287671832931274,0.8370553260663524,2.8577959544632994,37.96332817555369,147.79848027058586,3.8197493812334846,0.42508559370672394,0.03229601947184779,0.19554008203222506,0.04681392853218411,-16.065872322941864,0.00037199999999998346,0.0005320000000000012,-5.600000000000006e-05,0.00026,0.0033319999999999877,0.0033359999999999987,2.3999999999999716e-05,0.000372,0.000532,5.6e-05,0.003508,0.0034,2.4e-05
bicubic,162,37.32946040572335,0.8796241226877034,0.270359890275233,0.548455688729193,-6.514682246017216,22.520436038653777,99.40242231911553,6.582340892198356,1.4280520311027334,0.9328970559971093,0.1534404784748569,0.12655083541834977,-18.748117855367965,-0.0019520000000000093,-0.0036880000000000003,-0.001624,-1.6e-05,-0.0011919999999999986,-0.002024000000000005,-0.002672,0.001952,0.003688,0.001624,0.001016,0.00196,0.002672
cnn,163,35.18072388452914,0.8461795504174501,0.3878737303963169,0.713265697732007,1.6917190569868572,35.13612687902063,151.3995247680191,4.498086983434863,0.6721834819017755,-0.412165689683361,0.17061587974814268,0.05263846769230294,-22.071057072985013,0.004479999999999984,0.0023479999999999994,-0.000464,0.00032399999999999996,-0.0031240000000000018,-0.0012840000000000004,-0.0008920000000000004,0.00448,0.002348,0.000464,0.003016,0.00126,0.000876
gan,163,32.684865071237866,0.7268350272631746,0.5543577249221141,0.8857073244970599,2.513412842478727,43.25313128272264,167.2494301282634,3.5872557792326925,0.4743513264219745,0.07633884965360327,0.21019545667551265,0.053348082865997785,-17.209175471806965,0.003219999999999945,0.00032799999999999843,-0.00010799999999999959,0.000308,0.0052199999999999885,0.004575999999999997,-0.0004799999999999995,0.00322,0.000328,0.000108,0.005328,0.0046,0.000464
bicubic,163,36.849904500893075,0.8773329281913133,0.2873523633134748,0.5953476870285155,-7.744258888715227,26.92994536228102,121.89276239687835,7.948269035247685,1.6524524433514434,0.8918620980079215,0.16303381951628088,0.13502167278918709,-25.04127797183831,0.0024160000000000292,-0.002371999999999999,-0.0020359999999999996,-0.000124,-0.000792000000000001,-0.0021960000000000035,-0.002816,0.002416,0.002372,0.002036,0.000684,0.002172,0.0028
cnn,164,35.12338331276115,0.8382013287965785,0.41446920765365236,0.7554582403277886,-0.4033285635063547,38.85687554480601,151.25974686096234,2.6428240374127943,0.7898006851047379,-0.4139155188221606,0.1859795660054321,0.06883510973910627,-25.50949995148353,0.0038719999999999866,0.0012400000000000015,-0.0006480000000000001,-8.8e-05,-0.00020400000000000973,0.0006359999999999977,-0.001040000000000001,0.003872,0.00124,0.000648,6.4e-05,0.000732,0.00104
